,pl_name,hostname,disc_facility,pl_orbper,pl_orbsmax,pl_rade,pl_bmasse,pl_orbeccen,pl_insol,pl_eqt
2356,Kepler-1665 b,Kepler-1665,Kepler,11.9548,0.1006,2.839,8.44,0.0,159.04,906.0
2357,Kepler-1666 b,Kepler-1666,Kepler,25.8476,0.1761,2.883,8.66,0.0,48.23,672.0
2358,Kepler-1666 c,Kepler-1666,Kepler,40.7157,0.2383,3.236,10.5,0.0,26.34,578.0
2359,Kepler-1667 b,Kepler-1667,Kepler,83.5781,0.4256,2.984,9.19,0.0,17.31,655.0
2360,Kepler-1668 b,Kepler-1668,Kepler,15.434000000000001,0.124,4.348,17.4,0.0,63.79,721.0
2361,Kepler-1669 b,Kepler-1669,Kepler,9.51216,0.0745,2.78,8.15,0.0,18.66,530.0
2362,Kepler-167 b,Kepler-167,Kepler,4.393163200000001,0.0483,1.615,3.24,0.0,115.8,914.0
2363,Kepler-167 c,Kepler-167,Kepler,7.406114,0.0684,1.548,3.01,0.0,57.7,768.0
2364,Kepler-167 d,Kepler-167,Kepler,21.803855,0.1405,1.194,1.83,0.12,13.68,536.0
2365,Kepler-167 e,Kepler-167,Kepler,1071.2322800000002,1.89,10.15,73.4,0.062,0.07,131.0
2366,Kepler-1670 b,Kepler-1670,Kepler,20.4998,0.1528,3.3560000000000003,11.2,0.0,67.67,731.0
2367,Kepler-1671 b,Kepler-1671,Kepler,4.16787,0.0491,1.3259999999999998,2.32,0.0,202.48,962.0
2368,Kepler-1672 b,Kepler-1672,Kepler,150.878,0.5726,2.97,9.11,0.0,7.56,423.0
2369,Kepler-1673 b,Kepler-1673,Kepler,33.7888,0.2127,2.9360000000000004,8.93,0.0,33.01,611.0
2370,Kepler-1674 b,Kepler-1674,Kepler,62.5611,0.3017,3.2060000000000004,10.4,0.0,7.13,417.0
2371,Kepler-1675 b,Kepler-1675,Kepler,63.0382,0.3076,3.125,9.93,0.0,11.1,465.0
2372,Kepler-1676 b,Kepler-1676,Kepler,29.9221,0.1954,3.377,11.3,0.0,33.45,782.0
2373,Kepler-1677 b,Kepler-1677,Kepler,22.064,0.1624,2.702,7.76,0.0,60.81,712.0
2374,Kepler-1678 b,Kepler-1678,Kepler,147.974,0.5302,3.304,10.9,0.0,2.78,329.0
2375,Kepler-1679 b,Kepler-1679,Kepler,9.75376,0.0892,2.069,4.93,0.0,103.3,813.0
2376,Kepler-168 b,Kepler-168,Kepler,4.425391,0.055999999999999994,1.46,2.73,0.0,725.06,1240.0
2377,Kepler-168 c,Kepler-168,Kepler,13.193242000000001,0.11599999999999999,2.69,7.7,0.0,169.0,862.0
2378,Kepler-1680 b,Kepler-1680,Kepler,8.774239999999999,0.0784,1.36,2.42,0.0,83.63,771.0
2379,Kepler-1681 b,Kepler-1681,Kepler,69.8956,0.32,2.553,7.05,0.0,5.33,442.0
2380,Kepler-1682 b,Kepler-1682,Kepler,14.8334,0.1134,2.889,8.7,0.0,54.74,694.0
2381,Kepler-1683 b,Kepler-1683,Kepler,15.0337,0.1182,1.875,4.17,0.0,47.32,669.0
2382,Kepler-1684 b,Kepler-1684,Kepler,47.7055,0.2253,2.8710000000000004,8.6,0.0,3.42,347.0
2383,Kepler-1685 b,Kepler-1685,Kepler,20.4905,0.1485,2.577,7.16,0.0,36.01,625.0
2384,Kepler-1686 b,Kepler-1686,Kepler,9.30987,0.0866,1.426,2.62,0.0,164.38,913.0
2385,Kepler-1687 b,Kepler-1687,Kepler,5.77954,0.0532,1.656,3.38,0.0,30.22,598.0
2386,Kepler-1688 b,Kepler-1688,Kepler,5.62012,0.0577,1.262,2.13,0.0,84.01,772.0
2387,Kepler-1689 b,Kepler-1689,Kepler,8.482999999999999,0.0798,0.947,0.799,0.0,141.04,879.0
2388,Kepler-169 b,Kepler-169,Kepler,3.250619,0.04,1.13,1.51,0.0,195.22,962.0
2389,Kepler-169 c,Kepler-169,Kepler,6.195469,0.062,1.21,1.92,0.0,82.85,776.0
2390,Kepler-169 d,Kepler-169,Kepler,8.348125,0.075,1.25,2.1,0.0,55.53,702.0
2391,Kepler-169 e,Kepler-169,Kepler,13.767102,0.105,2.2,5.48,0.0,28.55,595.0
2392,Kepler-169 f,Kepler-169,Kepler,87.090195,0.359,2.58,7.18,0.0,2.44,321.0
2393,Kepler-1690 b,Kepler-1690,Kepler,234.636,0.7097,2.8110000000000004,8.3,0.0,1.2,267.0
2394,Kepler-1691 b,Kepler-1691,Kepler,3.8482,0.0495,1.835,4.02,0.0,641.53,1283.0
2395,Kepler-1692 b,Kepler-1692,Kepler,5.9596599999999995,0.0646,1.112,1.42,0.0,153.48,897.0
2396,Kepler-1693 b,Kepler-1693,Kepler,12.0999,0.1011,1.289,2.21,0.0,100.37,807.0
2397,Kepler-1694 b,Kepler-1694,Kepler,3.89526,0.0449,1.18,1.76,0.0,197.66,956.0
2398,Kepler-1695 b,Kepler-1695,Kepler,4.7329,0.0529,1.119,1.46,0.0,198.57,957.0
2399,Kepler-1696 b,Kepler-1696,Kepler,65.9409,0.3244,2.81,8.29,0.0,10.04,454.0
2400,Kepler-1697 b,Kepler-1697,Kepler,33.4969,0.2008,1.26,2.12,0.0,37.3,630.0
2401,Kepler-1698 b,Kepler-1698,Kepler,1.2107,0.0203,1.073,1.25,0.0,784.51,1351.0
2402,Kepler-1699 b,Kepler-1699,Kepler,3.49082,0.0418,1.567,3.08,0.0,245.65,1010.0
2403,Kepler-17 b,Kepler-17,Kepler,1.4857108,0.02591,14.68,778.65,0.011000000000000001,1481.77,1570.0
2404,Kepler-170 b,Kepler-170,Kepler,7.930592,0.08,3.2,82.6,0.0,136.52,899.0
2405,Kepler-170 c,Kepler-170,Kepler,16.665863,0.131,2.86,8.55,0.0,50.68,702.0
2406,Kepler-1700 b,Kepler-1700,Kepler,234.239,0.7576,2.901,8.76,0.0,2.77,329.0
2407,Kepler-1701 b,Kepler-1701,Kepler,169.13400000000001,0.5608,2.222,5.57,0.0,1.31,273.0
2408,Kepler-1702 b,Kepler-1702,Kepler,18.5012,0.1275,1.602,3.2,0.0,22.4,555.0
2409,Kepler-171 b,Kepler-171,Kepler,4.166972,0.05,2.34,6.08,0.0,304.18,1053.0
2410,Kepler-171 c,Kepler-171,Kepler,11.463462,0.098,2.56,7.08,0.0,78.91,752.0
2411,Kepler-171 d,Kepler-171,Kepler,39.595519,0.223,1.89,4.23,0.0,15.1,497.0
2412,Kepler-172 b,Kepler-172,Kepler,2.940309,0.04,2.35,6.12,0.0,639.48,1256.0
2413,Kepler-172 c,Kepler-172,Kepler,6.388996,0.068,2.86,8.55,0.0,227.22,970.0
2414,Kepler-172 d,Kepler-172,Kepler,14.627119,0.11800000000000001,2.25,5.69,0.0,75.29,736.0
2415,Kepler-172 e,Kepler-172,Kepler,35.118736,0.21100000000000002,2.76,8.05,0.0,23.43,550.0
2416,Kepler-173 b,Kepler-173,Kepler,4.263742,0.048,1.29,2.21,0.0,599.5,1179.0
2417,Kepler-173 c,Kepler-173,Kepler,8.005777,0.07400000000000001,2.43,6.48,0.0,258.42,956.0
2418,Kepler-174 b,Kepler-174,Kepler,13.98179,0.1,1.96,4.5,0.0,24.42,553.0
2419,Kepler-174 c,Kepler-174,Kepler,44.000529,0.214,1.49,2.83,0.0,5.3,377.0
2420,Kepler-174 d,Kepler-174,Kepler,247.35372999999998,0.677,2.19,5.43,0.0,0.53,212.0
2421,Kepler-175 b,Kepler-175,Kepler,11.903514999999999,0.105,2.56,7.08,0.0,129.64,827.0
2422,Kepler-175 c,Kepler-175,Kepler,34.035257,0.213,3.1,9.8,0.0,31.95,583.0
2423,Kepler-176 b,Kepler-176,Kepler,5.4330739999999995,0.057999999999999996,1.43,2.63,0.0,123.8,841.0
2424,Kepler-176 c,Kepler-176,Kepler,12.759712,0.102,2.6,23.0,0.0,39.63,633.0
2425,Kepler-176 d,Kepler-176,Kepler,25.751974,0.163,2.51,15.2,0.0,15.54,501.0
2426,Kepler-176 e,Kepler-176,Kepler,51.16579,0.2494,1.45,2.7,0.0,6.22,398.0
2427,Kepler-177 b,Kepler-177,Kepler,35.8601,0.2184,3.5,5.84,0.0,30.4,549.0
2428,Kepler-177 c,Kepler-177,Kepler,49.409259999999996,0.2655,8.73,14.7,0.0,25.4,497.0
2429,Kepler-178 b,Kepler-178,Kepler,9.576694,0.085,2.9,8.75,0.0,84.57,846.0
2430,Kepler-178 c,Kepler-178,Kepler,20.552802,0.142,2.88,8.65,0.0,30.55,656.0
2431,Kepler-178 d,Kepler-178,Kepler,96.678988,0.397,3.95,14.8,0.0,3.87,392.0
2432,Kepler-179 b,Kepler-179,Kepler,2.7359259999999996,0.036000000000000004,1.64,3.33,0.0,360.26,1075.0
2433,Kepler-179 c,Kepler-179,Kepler,6.40013,0.064,2.0,4.66,0.0,115.98,810.0
2434,Kepler-18 b,Kepler-18,Kepler,3.504725,0.0447,2.0,6.9,0.0,355.74,1165.0
2435,Kepler-18 c,Kepler-18,Kepler,7.641589999999999,0.0752,5.49,17.3,0.0,126.08,899.0
2436,Kepler-18 d,Kepler-18,Kepler,14.85888,0.1172,6.98,16.4,0.0,51.92,720.0
2437,Kepler-180 b,Kepler-180,Kepler,13.817124,0.109,1.5,2.86,0.0,72.12,781.0
2438,Kepler-180 c,Kepler-180,Kepler,41.885775,0.22899999999999998,3.01,9.32,0.0,16.42,540.0
2439,Kepler-181 b,Kepler-181,Kepler,3.137873,0.04,1.27,2.15,0.0,255.58,1041.0
2440,Kepler-181 c,Kepler-181,Kepler,4.302149,0.049,1.99,4.62,0.0,168.19,937.0
2441,Kepler-182 b,Kepler-182,Kepler,9.825792,0.096,2.58,7.18,0.0,239.79,935.0
2442,Kepler-182 c,Kepler-182,Kepler,20.684342,0.157,3.43,11.6,0.0,88.85,729.0
2443,Kepler-183 b,Kepler-183,Kepler,5.687945,0.064,2.06,4.9,0.0,281.85,1088.0
2444,Kepler-183 c,Kepler-183,Kepler,11.637071,0.10300000000000001,2.27,35.7,0.0,108.72,857.0
2445,Kepler-184 b,Kepler-184,Kepler,10.687576,0.092,2.36,6.17,0.0,70.36,780.0
2446,Kepler-184 c,Kepler-184,Kepler,20.303005,0.141,1.97,8.8,0.0,29.88,630.0
2447,Kepler-184 d,Kepler-184,Kepler,29.022358,0.179,2.49,6.76,0.0,18.56,559.0
2448,Kepler-185 b,Kepler-185,Kepler,1.6329,0.026000000000000002,1.17,1.71,0.0,475.51,1237.0
2449,Kepler-185 c,Kepler-185,Kepler,20.729042,0.139,2.02,4.74,0.0,16.03,530.0
2450,Kepler-186 b,Kepler-186,Kepler,3.8867906999999997,0.0343,1.07,1.24,0.0,37.37,571.0
2451,Kepler-186 c,Kepler-186,Kepler,7.267302000000001,0.0451,1.25,2.1,0.0,13.98,464.0
2452,Kepler-186 d,Kepler-186,Kepler,13.342996,0.0781,1.4,2.54,0.0,7.2,379.0
2453,Kepler-186 e,Kepler-186,Kepler,22.407704000000003,0.11,1.27,2.15,0.0,3.61,319.0
2454,Kepler-186 f,Kepler-186,Kepler,129.9441,0.43200000000000005,1.17,1.71,0.04,0.3,177.0
2455,Kepler-187 b,Kepler-187,Kepler,4.938864,0.059000000000000004,1.41,2.57,0.0,902.24,1244.0
2456,Kepler-187 c,Kepler-187,Kepler,10.640263000000001,0.099,2.67,7.61,0.0,324.13,963.0
2457,Kepler-188 b,Kepler-188,Kepler,2.061897,0.032,1.68,3.46,0.0,1069.23,1463.0
2458,Kepler-188 c,Kepler-188,Kepler,5.996553,0.066,3.19,10.3,0.0,257.35,1025.0
2459,Kepler-189 b,Kepler-189,Kepler,10.399931,0.08800000000000001,1.21,1.92,0.0,45.39,678.0
2460,Kepler-189 c,Kepler-189,Kepler,20.134866,0.13699999999999998,2.38,22.7,0.0,18.81,544.0
2461,Kepler-19 b,Kepler-19,Kepler,9.28716,0.0835,2.209,8.4,0.12,93.54,762.0
2462,Kepler-19 c,Kepler-19,Kepler,28.730999999999998,0.03,3.68,13.1,0.21,417.24,1166.0
2463,Kepler-19 d,Kepler-19,Roque de los Muchachos Observatory,62.95,0.03,5.06,22.5,0.05,417.24,1166.0
2464,Kepler-190 b,Kepler-190,Kepler,2.0199990000000003,0.03,1.56,3.05,0.0,417.24,1166.0
2465,Kepler-190 c,Kepler-190,Kepler,3.7630239999999997,0.045,1.46,2.73,0.0,181.7,948.0
2466,Kepler-191 b,Kepler-191,Kepler,9.939632000000001,0.087,1.34,2.36,0.0,64.29,722.0
2467,Kepler-191 c,Kepler-191,Kepler,17.738506,0.128,1.86,4.12,0.0,29.74,596.0
2468,Kepler-191 d,Kepler-191,Kepler,5.94504102,0.0599,2.28,5.82,0.0,127.64,857.0
2469,Kepler-192 b,Kepler-192,Kepler,9.926746000000001,0.09,2.74,7.95,0.0,105.3,803.0
2470,Kepler-192 c,Kepler-192,Kepler,21.2234,0.15,2.79,8.2,0.0,38.22,623.0
2471,Kepler-192 d,Kepler-192,Kepler,6.47027579,0.0668,1.02,1.04,0.0,186.08,926.0
2472,Kepler-193 b,Kepler-193,Kepler,11.38848,0.106,2.39,6.3,0.0,117.3,979.0
